plant_family,plant_genus,plant_species,insect_family,insect_genus,insect_species,location,host_plant_name,insect_name
Oleaceae,Fraxinus,,Apatelodidae,Olceclostera,angelica,Nearctic,Fraxinus,Olceclostera angelica
Tiliaceae,Corchorus,,Arctiidae,Acantharctia,flavicosta,Ghana,Corchorus,Acantharctia flavicosta
Corylaceae,Ostrya,virginiana,Apatelodidae,Apatelodes,torrefacta,USA,Ostrya virginiana,Apatelodes torrefacta
Asteraceae,Arctium,lappa,Apatelodidae,Apatelodes,torrefacta,Nearctic,Arctium lappa,Apatelodes torrefacta
Rosaceae,Rubus,idaeus,Apatelodidae,Apatelodes,torrefacta,Nearctic,Rubus idaeus,Apatelodes torrefacta
Oleaceae,Syringa,reticulata,Apatelodidae,Olceclostera,angelica,USA,Syringa reticulata,Olceclostera angelica
Asteraceae,Emilia,abyssinicus,Arctiidae,Acantharctia,flavicosta,Afrotropical,Emilia abyssinicus,Acantharctia flavicosta
Rosaceae,Prunus,,Apatelodidae,Apatelodes,torrefacta,Nearctic,Prunus,Apatelodes torrefacta
Annonaceae,Asimina,triloba,Apatelodidae,Apatelodes,torrefacta,USA,Asimina triloba,Apatelodes torrefacta
Rosaceae,Rubus,idaeus,Apatelodidae,Apatelodes,torrefacta,Nearctic,Rubus idaeus,Apatelodes torrefacta
Bignoniaceae,Chilopsis,linearis,Apatelodidae,Olceclostera,seraphica,USA,Chilopsis linearis,Olceclostera seraphica
Asteraceae,Cosmos,,Arctiidae,Alpenus,investigatorum,Afrotropical,Cosmos,Alpenus investigatorum
Rosaceae,Prunus,pensylvanica,Apatelodidae,Apatelodes,torrefacta,Nearctic,Prunus pensylvanica,Apatelodes torrefacta
Corylaceae,Ostrya,virginiana,Apatelodidae,Apatelodes,torrefacta,Nearctic,Ostrya virginiana,Apatelodes torrefacta
Salicaceae,Salix,,Apatelodidae,Apatelodes,torrefacta,Nearctic,Salix,Apatelodes torrefacta
Oleaceae,Fraxinus,greggii,Apatelodidae,Olceclostera,seraphica,USA,Fraxinus greggii,Olceclostera seraphica
Asteraceae,Galinsoga,parviflora,Arctiidae,Alpenus,investigatorum,Afrotropical,Galinsoga parviflora,Alpenus investigatorum
Rosaceae,Rubus,allegheniensis,Apatelodidae,Apatelodes,torrefacta,USA,Rubus allegheniensis,Apatelodes torrefacta
Rosaceae,Prunus,serotina,Apatelodidae,Apatelodes,torrefacta,Nearctic,Prunus serotina,Apatelodes torrefacta
Bignoniaceae,Bignonia,,Arctiidae,Alpenus,investigatorum,Afrotropical,Bignonia,Alpenus investigatorum
Malvaceae,Gossypium,,Arctiidae,Alpenus,investigatorum,Afrotropical,Gossypium,Alpenus investigatorum
Salicaceae,Salix,,Apatelodidae,Apatelodes,torrefacta,USA,Salix,Apatelodes torrefacta
Ericaceae,Rhododendron,,Apatelodidae,Apatelodes,torrefacta,Nearctic,Rhododendron,Apatelodes torrefacta
Caricaceae,Carica,papaya,Arctiidae,Alpenus,investigatorum,Afrotropical,Carica papaya,Alpenus investigatorum
Malvaceae,Gossypium,,Arctiidae,Alpenus,investigatorum,Malawi,Gossypium,Alpenus investigatorum
Oleaceae,Fraxinus,,Apatelodidae,Olceclostera,angelica,USA,Fraxinus,Olceclostera angelica
Commelinaceae,Commelina,,Arctiidae,Alpenus,investigatorum,East Africa,Commelina,Alpenus investigatorum
Convolvulaceae,Ipomoea,batatas,Arctiidae,Alpenus,investigatorum,Afrotropical,Ipomoea batatas,Alpenus investigatorum
Lauraceae,Sassafras,albidum,Apatelodidae,Apatelodes,torrefacta,USA,Sassafras albidum,Apatelodes torrefacta
Oleaceae,Syringa,,Apatelodidae,Olceclostera,angelica,USA,Syringa,Olceclostera angelica
Asteraceae,Dahlia,,Arctiidae,Alpenus,investigatorum,Afrotropical,Dahlia,Alpenus investigatorum
Fabaceae,Medicago,sativa,Arctiidae,Alpenus,investigatorum,Afrotropical,Medicago sativa,Alpenus investigatorum
Fabaceae,Pisum,sativum,Arctiidae,Acantharctia,flavicosta,Afrotropical,Pisum sativum,Acantharctia flavicosta
Aquifoliaceae,Ilex,paraguariensis,Apatelodidae,Thelosia,camina,Brazil,Ilex paraguariensis,Thelosia camina
Asteraceae,Dahlia,,Arctiidae,Alpenus,investigatorum,East Africa,Dahlia,Alpenus investigatorum
Solanaceae,Solanum,melongena,Arctiidae,Alpenus,investigatorum,Afrotropical,Solanum melongena,Alpenus investigatorum
Casuarinaceae,Casuarina,equisetifolia,Arctiidae,Agylla,gateri,West Malaysia,Casuarina equisetifolia,Agylla gateri
Malvaceae,Gossypium,,Arctiidae,Acantharctia,flavicosta,Afrotropical,Gossypium,Acantharctia flavicosta
Solanaceae,Nicotiana,,Arctiidae,Alpenus,investigatorum,Afrotropical,Nicotiana,Alpenus investigatorum
Poaceae,Zea,mays,Arctiidae,Alpenus,investigatorum,Afrotropical,Zea mays,Alpenus investigatorum
Fabaceae,Arachis,hypogaea,Arctiidae,Alpenus,investigatorum,East Africa,Arachis hypogaea,Alpenus investigatorum
Oleaceae,Syringa,,Apatelodidae,Olceclostera,angelica,Nearctic,Syringa,Olceclostera angelica
Sterculiaceae,Theobroma,cacao,Arctiidae,Acantharctia,mundata,Afrotropical,Theobroma cacao,Acantharctia mundata
Solanaceae,Nicotiana,tabacum,Arctiidae,Alpenus,investigatorum,Afrotropical,Nicotiana tabacum,Alpenus investigatorum
Sterculiaceae,Theobroma,cacao,Arctiidae,Alpenus,maculosa,West Africa,Theobroma cacao,Alpenus maculosa
Asteraceae,Bidens,pilosa,Arctiidae,Alpenus,investigatorum,Afrotropical,Bidens pilosa,Alpenus investigatorum
Asteraceae,Aster,,Arctiidae,Alpenus,investigatorum,Afrotropical,Aster,Alpenus investigatorum
Fabaceae,Peltophorum,,Arctiidae,Alpenus,investigatorum,Afrotropical,Peltophorum,Alpenus investigatorum
Poaceae,Zea,mays,Arctiidae,Alpenus,maculosa,East Africa,Zea mays,Alpenus maculosa
Brassicaceae,Brassica,oleracea,Arctiidae,Alpenus,investigatorum,Afrotropical,Brassica oleracea,Alpenus investigatorum
Convolvulaceae,Ipomoea,,Arctiidae,Acantharctia,flavicosta,Afrotropical,Ipomoea,Acantharctia flavicosta
Nyctaginaceae,Boerhavia,,Arctiidae,Alpenus,investigatorum,Afrotropical,Boerhavia,Alpenus investigatorum
Euphorbiaceae,Ricinus,,Arctiidae,Alpenus,investigatorum,Afrotropical,Ricinus,Alpenus investigatorum
Asteraceae,Emilia,abyssinicus,Arctiidae,Alpenus,maculosus,Afrotropical,Emilia abyssinicus,Alpenus maculosus
Commelinaceae,Commelina,,Arctiidae,Alpenus,investigatorum,Afrotropical,Commelina,Alpenus investigatorum
Casuarinaceae,Casuarina,,Arctiidae,Agylla,gateri,West Malaysia,Casuarina,Agylla gateri
Caricaceae,Carica,papaya,Arctiidae,Alpenus,investigatorum,East Africa,Carica papaya,Alpenus investigatorum
Asteraceae,Aster,,Arctiidae,Alpenus,maculosa,East Africa,Aster,Alpenus maculosa
Sterculiaceae,Theobroma,cacao,Arctiidae,Alpenus,maculosus,Afrotropical,Theobroma cacao,Alpenus maculosus
Malvaceae,Gossypium,,Arctiidae,Alpenus,investigatorum,East Africa,Gossypium,Alpenus investigatorum
Fabaceae,Arachis,hypogaea,Arctiidae,Alpenus,investigatorum,Afrotropical,Arachis hypogaea,Alpenus investigatorum
Convolvulaceae,Ipomoea,batatas,Arctiidae,Alpenus,investigatorum,East Africa,Ipomoea batatas,Alpenus investigatorum
Commelinaceae,Commelina,,Arctiidae,Alpenus,maculosa,East Africa,Commelina,Alpenus maculosa
Poaceae,Zea,mays,Arctiidae,Alpenus,maculosus,Afrotropical,Zea mays,Alpenus maculosus
Plantaginaceae,Russelia,equisetiformis,Arctiidae,Alpenus,investigatorum,Afrotropical,Russelia equisetiformis,Alpenus investigatorum
Asteraceae,Galinsoga,parviflora,Arctiidae,Alpenus,investigatorum,East Africa,Galinsoga parviflora,Alpenus investigatorum
Fabaceae,Lupinus,,Arctiidae,Alpenus,investigatorum,Afrotropical,Lupinus,Alpenus investigatorum
Convolvulaceae,Convolvulus,,Arctiidae,Alpenus,maculosa,East Africa,Convolvulus,Alpenus maculosa
Amaryllidaceae,Zephyranthes,,Arctiidae,Alpenus,maculosus,Afrotropical,Zephyranthes,Alpenus maculosus
Poaceae,Oryza,sativa,Arctiidae,Alpenus,maculosa,Sierra Leone,Oryza sativa,Alpenus maculosa
Moraceae,Morus,,Arctiidae,Alpenus,investigatorum,Afrotropical,Morus,Alpenus investigatorum
Solanaceae,Nicotiana,tabacum,Arctiidae,Alpenus,investigatorum,East Africa,Nicotiana tabacum,Alpenus investigatorum
Fabaceae,Arachis,hypogaea,Arctiidae,Alpenus,maculosus,Afrotropical,Arachis hypogaea,Alpenus maculosus
Malvaceae,Gossypium,,Arctiidae,Alpenus,nigropunctatus,Afrotropical,Gossypium,Alpenus nigropunctatus
Asteraceae,Sonchus,,Arctiidae,Alpenus,maculosa,East Africa,Sonchus,Alpenus maculosa
Asteraceae,Bidens,pilosa,Arctiidae,Alpenus,maculosa,East Africa,Bidens pilosa,Alpenus maculosa
Fagaceae,Quercus,,Arctiidae,Alpenus,investigatorum,Afrotropical,Quercus,Alpenus investigatorum
Asteraceae,Bidens,pilosa,Arctiidae,Alpenus,maculosus,Afrotropical,Bidens pilosa,Alpenus maculosus
Sterculiaceae,Theobroma,cacao,Arctiidae,Alpenus,rattrayi,Afrotropical,Theobroma cacao,Alpenus rattrayi
Sterculiaceae,Theobroma,cacao,Arctiidae,Alpenus,maculosa,East Africa,Theobroma cacao,Alpenus maculosa
Fabaceae,Phaseolus,,Arctiidae,Alpenus,maculosa,East Africa,Phaseolus,Alpenus maculosa
Poaceae,Zea,mays,Arctiidae,Alpenus,investigatorum,North Africa,Zea mays,Alpenus investigatorum
Rubiaceae,Coffea,,Arctiidae,Alpenus,maculosus,Afrotropical,Coffea,Alpenus maculosus
Amaranthaceae,Amaranthus,hybridus,Arctiidae,Alpenus,maculosus,Afrotropical,Amaranthus hybridus,Alpenus maculosus
Fabaceae,Pseudarthria,,Arctiidae,Alpenus,maculosa,East Africa,Pseudarthria,Alpenus maculosa
Asteraceae,Zinnia,,Arctiidae,Alpenus,investigatorum,Afrotropical,Zinnia,Alpenus investigatorum
Malvaceae,Gossypium,,Arctiidae,Alpenus,maculosus,Afrotropical,Gossypium,Alpenus maculosus
Asteraceae,Cosmos,,Arctiidae,Amata,cyssea,India,Cosmos,Amata cyssea
Convolvulaceae,Ipomoea,,Arctiidae,Alpenus,maculosus,Afrotropical,Ipomoea,Alpenus maculosus
Sterculiaceae,Theobroma,cacao,Arctiidae,Alpenus,maculosa,Afrotropical,Theobroma cacao,Alpenus maculosa
Amaryllidaceae,Hippeastrum,,Arctiidae,Alpenus,maculosus,Afrotropical,Hippeastrum,Alpenus maculosus
Poaceae,Oryza,sativa,Arctiidae,Alpenus,maculosus,Afrotropical,Oryza sativa,Alpenus maculosus
Fabaceae,Albizia,,Arctiidae,Alpenus,maculosus,Afrotropical,Albizia,Alpenus maculosus
Asteraceae,Emilia,abyssinicus,Arctiidae,Alpenus,maculosa,East Africa,Emilia abyssinicus,Alpenus maculosa
Fabaceae,Phaseolus,,Arctiidae,Alpenus,maculosus,Afrotropical,Phaseolus,Alpenus maculosus
Fabaceae,Lablab,purpureus,Arctiidae,Amata,fortunei,Oriental,Lablab purpureus,Amata fortunei
Cucurbitaceae,Telfairia,occidentalis,Arctiidae,Alpenus,maculosus,Afrotropical,Telfairia occidentalis,Alpenus maculosus
Asteraceae,Aster,,Arctiidae,Alpenus,maculosus,Afrotropical,Aster,Alpenus maculosus
Convolvulaceae,Ipomoea,,Arctiidae,Alpenus,maculosa,East Africa,Ipomoea,Alpenus maculosa
Euphorbiaceae,Manihot,esculenta,Arctiidae,Alpenus,nigropunctata,East Africa,Manihot esculenta,Alpenus nigropunctata
Poaceae,Oryza,sativa,Arctiidae,Amata,fortunei,Oriental,Oryza sativa,Amata fortunei
Malvaceae,Gossypium,,Arctiidae,Alpenus,nigropunctata,East Africa,Gossypium,Alpenus nigropunctata
Portulacaceae,Talinum,triangulare,Arctiidae,Alpenus,maculosus,Afrotropical,Talinum triangulare,Alpenus maculosus
Alliaceae,Allium,cepa,Arctiidae,Alpenus,maculosus,Afrotropical,Allium cepa,Alpenus maculosus
Rosaceae,Rosa,,Arctiidae,Amata,hissarica,Tadjikistan,Rosa,Amata hissarica
Malvaceae,Gossypium,,Arctiidae,Alpenus,nigropunctatus,East Africa,Gossypium,Alpenus nigropunctatus
Poaceae,Zea,mays,Arctiidae,Alpenus,pardalina,Afrotropical,Zea mays,Alpenus pardalina
Commelinaceae,Commelina,,Arctiidae,Alpenus,maculosus,Afrotropical,Commelina,Alpenus maculosus
Poaceae,Avena,,Arctiidae,Amata,cyssea,India,Avena,Amata cyssea
Amaryllidaceae,Amaryllis,belladonna,Arctiidae,Alpenus,rattrayi,Afrotropical,Amaryllis belladonna,Alpenus rattrayi
Hyacinthaceae,Ornithogalum,sordidum,Arctiidae,Alpenus,schraderi,East Africa,Ornithogalum sordidum,Alpenus schraderi
Verbenaceae,Gmelina,arborea,Arctiidae,Alpenus,maculosus,Afrotropical,Gmelina arborea,Alpenus maculosus
Verbenaceae,Lantana,camara,Arctiidae,Amata,cyssea,India,Lantana camara,Amata cyssea
Asteraceae,Dahlia,,Arctiidae,Amata,passalis,Oriental,Dahlia,Amata passalis
Musaceae,Musa,x paradisiaca,Arctiidae,Alpenus,rattrayi,Afrotropical,Musa x paradisiaca,Alpenus rattrayi
Amaranthaceae,Atriplex,,Arctiidae,Amata,aperta,Australia,Atriplex,Amata aperta
Fabaceae,Pseudarthria,,Arctiidae,Alpenus,maculosus,Afrotropical,Pseudarthria,Alpenus maculosus
Asteraceae,Cosmos,,Arctiidae,Amata,cyssea,India,Cosmos,Amata cyssea
Solanaceae,Capsicum,,Arctiidae,Amata,passalis,Sri Lanka,Capsicum,Amata passalis
Musaceae,Musa,x paradisiaca,Arctiidae,Alpenus,schraderi,East Africa,Musa x paradisiaca,Alpenus schraderi
Fabaceae,Vigna,subterranea,Arctiidae,Alpenus,maculosus,Afrotropical,Vigna subterranea,Alpenus maculosus
Convolvulaceae,Ipomoea,,Arctiidae,Amata,cyssea,Sri Lanka,Ipomoea,Amata cyssea
Anacardiaceae,Toxicodendron,succedaneum,Arctiidae,Amata,polymita,Hong Kong,Toxicodendron succedaneum,Amata polymita
Vitaceae,Cissus,carnosa,Arctiidae,Amata,,Thailand,Cissus carnosa,Amata
Convolvulaceae,Ipomoea,batatas,Arctiidae,Amata,cyssea,India,Ipomoea batatas,Amata cyssea
Euphorbiaceae,Manihot,esculenta,Arctiidae,Alpenus,nigropunctatus,East Africa,Manihot esculenta,Alpenus nigropunctatus
Apocynaceae,Beaumontia,,Arctiidae,Amerila,astreus,Sri Lanka,Beaumontia,Amerila astreus
Fagaceae,Castanopsis,fissa,Arctiidae,Amata,acrospila,Hong Kong,Castanopsis fissa,Amata acrospila
Santalaceae,Santalum,album,Arctiidae,Amata,cyssea,India,Santalum album,Amata cyssea
Fabaceae,Albizia,zygia,Arctiidae,Alpenus,rattrayi,Afrotropical,Albizia zygia,Alpenus rattrayi
Poaceae,Oryza,sativa,Arctiidae,Amata,huebneri,Indonesia,Oryza sativa,Amata huebneri
Erythroxylaceae,Erythroxylum,coca,Arctiidae,Amerila,atrivena,East Africa,Erythroxylum coca,Amerila atrivena
Verbenaceae,Lantana,camara,Arctiidae,Amata,cyssea,India,Lantana camara,Amata cyssea
Oxalidaceae,Averrhoa,carambola,Arctiidae,Alpenus,rattrayi,Afrotropical,Averrhoa carambola,Alpenus rattrayi
Solanaceae,Capsicum,,Arctiidae,Amata,passalis,Sri Lanka,Capsicum,Amata passalis
Tiliaceae,Grewia,mollis,Arctiidae,Amerila,atrivena,Afrotropical,Grewia mollis,Amerila atrivena
Poaceae,Oryza,sativa,Arctiidae,Amata,huebneri,Oriental,Oryza sativa,Amata huebneri
Fabaceae,Canavalia,ensiformis,Arctiidae,Alpenus,rattrayi,Afrotropical,Canavalia ensiformis,Alpenus rattrayi
Fabaceae,Phaseolus,vulgaris,Arctiidae,Amata,passalis,Sri Lanka,Phaseolus vulgaris,Amata passalis
Ulmaceae,Trema,orientalis,Arctiidae,Amerila,atrivena,East Africa,Trema orientalis,Amerila atrivena
Fabaceae,Cajanus,cajan,Arctiidae,Amata,passalis,India,Cajanus cajan,Amata passalis
Asteraceae,Bidens,sulphurea,Arctiidae,Amata,passalis,India,Bidens sulphurea,Amata passalis
Fabaceae,Canavalia,ensiformis,Arctiidae,Alpenus,schraderi,East Africa,Canavalia ensiformis,Alpenus schraderi
Santalaceae,Santalum,,Arctiidae,Amata,passalis,Oriental,Santalum,Amata passalis
Myrtaceae,Syzygium,cordatum,Arctiidae,Amerila,bauri,Afrotropical,Syzygium cordatum,Amerila bauri
Fabaceae,Vigna,unguiculata,Arctiidae,Amata,passalis,Oriental,Vigna unguiculata,Amata passalis
Fabaceae,Cajanus,,Arctiidae,Amata,passalis,Oriental,Cajanus,Amata passalis
Myrtaceae,Eucalyptus,,Arctiidae,Amata,aperta,Australia,Eucalyptus,Amata aperta
Fabaceae,Phaseolus,vulgaris,Arctiidae,Amata,passalis,Sri Lanka,Phaseolus vulgaris,Amata passalis
Euphorbiaceae,Bridelia,,Arctiidae,Amerila,bubo,East Africa,Bridelia,Amerila bubo
Solanaceae,Capsicum,annuum,Arctiidae,Amata,passalis,Sri Lanka,Capsicum annuum,Amata passalis
Asteraceae,Cosmos,,Arctiidae,Amata,passalis,India,Cosmos,Amata passalis
Amaranthaceae,Rhagodia,,Arctiidae,Amata,aperta,Australia,Rhagodia,Amata aperta
Anacardiaceae,Rhus,chinensis,Arctiidae,Amata,polymita,Hong Kong,Rhus chinensis,Amata polymita
Moraceae,Ficus,trichopoda,Arctiidae,Amerila,bubo,East Africa,Ficus trichopoda,Amerila bubo
Fabaceae,Phaseolus,,Arctiidae,Amata,passalis,India,Phaseolus,Amata passalis
Asteraceae,Dahlia,,Arctiidae,Amata,passalis,India,Dahlia,Amata passalis
Poaceae,Avena,sativa,Arctiidae,Amata,cyssea,India,Avena sativa,Amata cyssea
Convolvulaceae,Convolvulus,,Arctiidae,Amata,tomasina,East Africa,Convolvulus,Amata tomasina
Musaceae,Musa,x paradisiaca,Arctiidae,Amerila,bubo,Afrotropical,Musa x paradisiaca,Amerila bubo
Theaceae,Camellia,sinensis,Arctiidae,Amata,perixanthia,Taiwan,Camellia sinensis,Amata perixanthia
Cucurbitaceae,Trichosanthes,anguina,Arctiidae,Amata,passalis,Sri Lanka,Trichosanthes anguina,Amata passalis
Asteraceae,Dahlia,,Arctiidae,Amata,cyssea,India,Dahlia,Amata cyssea
Moraceae,Milicia,excelsa,Arctiidae,Amerila,atrivena,Afrotropical,Milicia excelsa,Amerila atrivena
Dracaenaceae,Dracaena,,Arctiidae,Amerila,carneola,East Africa,Dracaena,Amerila carneola
Rubiaceae,Ixora,,Arctiidae,Amerila,astreus,Oriental,Ixora,Amerila astreus
Fabaceae,Vigna,unguiculata,Arctiidae,Amata,passalis,Sri Lanka,Vigna unguiculata,Amata passalis
Asteraceae,Dahlia,,Arctiidae,Amata,cyssea,India,Dahlia,Amata cyssea
Phytolaccaceae,Phytolacca,dodecandra,Arctiidae,Amerila,atrivena,Afrotropical,Phytolacca dodecandra,Amerila atrivena
Dracaenaceae,Dracaena,,Arctiidae,Amerila,fennia,East Africa,Dracaena,Amerila fennia
Asclepiadaceae,Marsdenia,,Arctiidae,Amerila,astreus,Oriental,Marsdenia,Amerila astreus
Rosaceae,Rubus,caesius,Arctiidae,Amata,hissarica,Tadjikistan,Rubus caesius,Amata hissarica
Sterculiaceae,Theobroma,cacao,Arctiidae,Amerila,atrivena,Afrotropical,Theobroma cacao,Amerila atrivena
Rutaceae,Citrus,sinensis,Arctiidae,Amata,sp.,Hong Kong,Citrus sinensis,Amata sp.
Asteraceae,Cosmos,,Arctiidae,Amata,passalis,Oriental,Cosmos,Amata passalis
Euphorbiaceae,Bridelia,micrantha,Arctiidae,Amerila,bubo,East Africa,Bridelia micrantha,Amerila bubo
Rubiaceae,Coffea,,Arctiidae,Amerila,pannosa,Uganda,Coffea,Amerila pannosa
Tiliaceae,Grewia,mollis,Arctiidae,Amerila,atrivena,East Africa,Grewia mollis,Amerila atrivena
Theaceae,Camellia,sinensis,Arctiidae,Amata,superbus,India,Camellia sinensis,Amata superbus
Convolvulaceae,Ipomoea,,Arctiidae,Amata,passalis,India,Ipomoea,Amata passalis
Rubiaceae,Coffea,,Arctiidae,Amerila,bubo,Afrotropical,Coffea,Amerila bubo
Asteraceae,Senecio,,Arctiidae,Amerila,pannosa,East Africa,Senecio,Amerila pannosa
Moraceae,Maclura,excelsa,Arctiidae,Amerila,atrivena,East Africa,Maclura excelsa,Amerila atrivena
Convolvulaceae,Ipomoea,,Arctiidae,Amata,tomasina,East Africa,Ipomoea,Amata tomasina
Convolvulaceae,Ipomoea,,Arctiidae,Amata,passalis,Oriental,Ipomoea,Amata passalis
Euphorbiaceae,Croton,,Arctiidae,Amerila,bubo,East Africa,Croton,Amerila bubo
Moraceae,Ficus,,Arctiidae,Ammalo,helops,West Indies,Ficus,Ammalo helops
Rhamnaceae,Maesopsis,eminii,Arctiidae,Amerila,atrivena,East Africa,Maesopsis eminii,Amerila atrivena
Apocynaceae,Beaumontia,,Arctiidae,Amerila,astreus,Oriental,Beaumontia,Amerila astreus
Convolvulaceae,Ipomoea,tricolor,Arctiidae,Amata,passalis,Sri Lanka,Ipomoea tricolor,Amata passalis
Erythroxylaceae,Erythroxylum,coca,Arctiidae,Amerila,bubo,East Africa,Erythroxylum coca,Amerila bubo
Moraceae,Ficus,carica,Arctiidae,Ammalo,helops,Brazil,Ficus carica,Ammalo helops
Myrtaceae,Eugenia,cordata,Arctiidae,Amerila,bauri,Southern Africa,Eugenia cordata,Amerila bauri
Smilacaceae,Smilax,,Arctiidae,Amerila,astreus,Oriental,Smilax,Amerila astreus
Santalaceae,Santalum,album,Arctiidae,Amata,passalis,India,Santalum album,Amata passalis
Moraceae,Ficus,trichopoda,Arctiidae,Amerila,bubo,Afrotropical,Ficus trichopoda,Amerila bubo
Fabaceae,Crotalaria,,Arctiidae,Amphicallia,solai,Afrotropical,Crotalaria,Amphicallia solai
Rubiaceae,Coffea,,Arctiidae,Amerila,bubo,East Africa,Coffea,Amerila bubo
Solanaceae,Capsicum,annuum,Arctiidae,Amata,passalis,Sri Lanka,Capsicum annuum,Amata passalis
Musaceae,Musa,x paradisiaca,Arctiidae,Amerila,bubo,East Africa,Musa x paradisiaca,Amerila bubo
Anacardiaceae,Schinus,molle,Arctiidae,Amphicallia,solai,East Africa,Schinus molle,Amphicallia solai
Rubiaceae,Coffea,,Arctiidae,Amerila,bubo,Kenya,Coffea,Amerila bubo
Brassicaceae,Brassica,caulorapa,Arctiidae,Amata,passalis,Sri Lanka,Brassica caulorapa,Amata passalis
Asteraceae,Senecio,,Arctiidae,Amerila,leucoptera,East Africa,Senecio,Amerila leucoptera
Fabaceae,Cajanus,cajan,Arctiidae,Amsacta,albistriga,Oriental,Cajanus cajan,Amsacta albistriga
Rubiaceae,Coffea,,Arctiidae,Amerila,bubo,Uganda,Coffea,Amerila bubo
Phytolaccaceae,Phytolacca,dodecandra,Arctiidae,Amerila,atrivena,East Africa,Phytolacca dodecandra,Amerila atrivena
Santalaceae,Santalum,album,Arctiidae,Amata,passalis,India,Santalum album,Amata passalis
Moraceae,Ficus,,Arctiidae,Ammalo,helops,Brazil,Ficus,Ammalo helops
Asteraceae,Helianthus,annuus,Arctiidae,Amsacta,albistriga,India,Helianthus annuus,Amsacta albistriga
Fabaceae,Erythrina,,Arctiidae,Amerila,bubo,Afrotropical,Erythrina,Amerila bubo
Myrtaceae,Eugenia,,Arctiidae,Amerila,bauri,Southern Africa,Eugenia,Amerila bauri
Cucurbitaceae,Trichosanthes,anguina,Arctiidae,Amata,passalis,Sri Lanka,Trichosanthes anguina,Amata passalis
Moraceae,Ficus,carica,Arctiidae,Ammalo,helops,Brazil,Ficus carica,Ammalo helops
Erythroxylaceae,Erythroxylum,coca,Arctiidae,Amerila,bubo,Afrotropical,Erythroxylum coca,Amerila bubo
Fabaceae,Vigna,unguiculata,Arctiidae,Amata,passalis,India,Vigna unguiculata,Amata passalis
Moraceae,Ficus,microcarpa,Arctiidae,Ammalo,helops,Brazil,Ficus microcarpa,Ammalo helops
Malvaceae,Gossypium,,Arctiidae,Amsacta,flavicosta,East Africa,Gossypium,Amsacta flavicosta
Asteraceae,Zinnia,,Arctiidae,Amerila,fuscivena,East Africa,Zinnia,Amerila fuscivena
Dracaenaceae,Dracaena,,Arctiidae,Amerila,carneola,Afrotropical,Dracaena,Amerila carneola
Dioscoreaceae,Dioscorea,,Arctiidae,Amerila,astreus,Oriental,Dioscorea,Amerila astreus
Fabaceae,Crotalaria,,Arctiidae,Amphicallia,bellatrix,East Africa,Crotalaria,Amphicallia bellatrix
Malvaceae,Abutilon,,Arctiidae,Amsacta,lactinea,India,Abutilon,Amsacta lactinea
Sterculiaceae,Theobroma,cacao,Arctiidae,Amerila,luteibarba,Afrotropical,Theobroma cacao,Amerila luteibarba
Apocynaceae,Landolphia,,Arctiidae,Amerila,fuscivena,East Africa,Landolphia,Amerila fuscivena
Fabaceae,Crotalaria,,Arctiidae,Amphicallia,bellatrix,Southern Africa,Crotalaria,Amphicallia bellatrix
